"ID","Language_ID","Primary_Text","Analyzed_Word","Gloss","Translated_Text","Meta_Language_ID","LGR_Conformance","Comment","LGR_Conformance_Level","Language_Name","Abbreviations","Corpus_Reference","Source","Contribution_ID"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4773","wara1294","ane kabeane wth","ane	kabe	=ane	wth","DEM	man	=POSS.SG	faeces","that man's intestines.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4774","wara1294","fi zäbrimako zäthbako mnzen","fi	zä\brim/ako	zä\thb/ako	mnz	=en","3.ABS	SG:PST:PFV:AND\return	SG:PST:PFV:AND\enter	house	=LOC","Then she returned and went inside her house.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4776","wara1294","nafafis oromanf zräses fof","nafa-	fis	oroman	=f	zrä\s/	fof","3.POSS-	husband	old_man	=ERG.SG	2|3SG>3SG.F:IRR:PFV\ask	EMPH","Her husband asked her:","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4777","wara1294","""be ranzo änfiyokwr, ah?","be	ra	=nzo	än\fiyok/wr	ah","2SG.ERG	what.ABS	=ONLY	2|3SG>2|3PL:NPST:IPFV:VENT\make	ah","""‘What have you been up to?","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4778","wara1294","bä moba nrä?","bä	moba	n\rä/","2.ABS	where.ABL	2SG:NPST:IPFV\be","Where do you come from?","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4779","wara1294","mä nznrugr?""","mä	nz=	n\ru/gr","where	IPST=	2SG:NPST:IPFV\sleep","Where did you stay?""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4780","wara1294","mä kwa bä fof zämnzeré zbärma","mä	kwa	bä	fof	zä\mnzer/é	zbär	=ma","where	FUT	MED	EMPH	1SG:RPST:PFV\fall.asleep	night	=CHAR","(She replied) ""Nowhere! I slept there during the night.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4782","wara1294","nagayanme znzän zwäfonz","nagayé	=aneme	znzä	=en	zwä\fonz/","children	=POSS.NSG	work	=LOC	1SG:RPST:PFV\dawn_on_sb","Nightfall caught me during work (for the children).","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4783","wara1294","ane gathagathame kakauna mane egathikwroth","ane	gatha	=me	kakauna	mane	e\gathik/wroth","DEM	bad	=INS	thing	which	PL>2|3PL:NPST:IPFV:AND\leave","They had left their things lying around.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4784","wara1294","nafafis miyamr","nafa-	fis	miyamr","3.POSS-	husband	ignorance","Her husband was unsuspecting.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4785","wara1294","fi fthé enthorakwa mnz kabe fof","fi	fthé	en\thorak/wa	mnz	kabe	fof","3.ABS	when	2|3PL:PST:IPFV:VENT\appear	house	man	EMPH","When the villagers arrived","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4787","wara1294","nima thäzigrma","nima	thä\zigrm/a","like_this	2|3PL:PST:PFV\look","they looked around (and said)","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4788","wara1294","nä tmatm ffé nzŋawänzr","nä	tmatm	fefe	nz=	ŋa\wä/nzr","INDF	action	really	IPST=	2|3SG:NPST:IPFV\happen","""Something bad has happened.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4789","wara1294","manema kabe zä naf nziyanathr","mane	=ma	kabe	zä	naf	nz=	ya\na/thr","which	=CHAR	man	PROX	3SG.ERG	IPST=	2|3SG>3SG.M:NPST:IPFV\eat","Where did the man she ate come from?""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4790","wara1294","äniyaka zbär zf zukwinzrmth zfkonzrmth","än\yak/a	zbär	zf	zu\kwi/nzrmth	zf\ko/nzrmth","2|3PL:PST:IPFV:VENT\come	night	ABSC	2|3PL>3SG.F:PST:DUR\argue	2|3PL>3SG.F:PST:DUR\speak","In the evening, they went to her house. They argued with her and talked to her.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4792","wara1294","zäbrimath mon kwa wäfiyokwre bänema kabe z nzirärkwr","zä\brim/ath	mon	kwa	wä\fiyok/wre	bäne	=ma	kabe	z	nz=	y\rärk/wr","2|3PL:PST:PFV\return	how	FUT	1PL>3SG.F:NPST:IPFV\make	PH	=CHAR	man	IAM	IPST=	2|3SG>3SG.M:NPST:IPFV\mess_up","As they returned to the village they were saying, ""‘What should we do with her? Has she already finished the man?","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4793","wara1294","z nziyanathr","z	nz=	ya\na/thr","IAM	IPST=	2|3SG>3SG.M:NPST:IPFV\eat","She just ate him.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4794","wara1294","wati, bthan kabe thfrärm ane kabe firran mane thwamnzrm","wati	bthan	kabe	thf\rä/rm	ane	kabe	firra	=en	mane	thwa\m/nzrm","then	magic	man	2|3PL:PST:DUR\be	DEM	man	PLN	=LOC	which	2|3PL:PST:DUR\sit","There were some sorcerers who lived in Firra.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4796","wara1294","wati, tmatm äfiyokwrth","wati	tmatm	ä\fiyok/wrth","then	action	2|3PL>2|3PL:NPST:IPFV\make","There were getting prepared.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4797","wara1294","ttmatm zwafiyokwrmth","t~	tmatm	zwa\fiyok/wrmth","REDUP~	action	2|3PL>3SG.F:PST:DUR\make","They were getting prepared for her","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4798","wara1294","fam wäfiyokwrth näbinzo","fam	wä\fiyok/wrth	näbi	=nzo","thought	2|3PL>3SG.F:NPST:IPFV\make	one	=ONLY","and they came up with a plan,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4799","wara1294","""mnime né zräföfe""","mni	=me	né	zrä\föf/e","fire	=INS	IMN	1PL>3SG.F:IRR:PFV\burn","""We will burn her in the fire.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4800","wara1294","nima tmatmr rä","nima	tmatm	=r	\rä/","like_this	action	=PURP	3SG.F:NPST:IPFV\be","This was the plan.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4801","wara1294","wati, bthan tmatmme nafane fam zwarmänwrmth","wati	bthan	tmatm	=me	nafane	fam	zwa\rmän/wrmth","then	magic	action	=INS	3SG.POSS	thought	2|3PL>3SG.F.IO:PST:DUR\close","They began to block their thoughts with their magic.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4802","wara1294","wärmänwath e","wä\rmän/wath	e","2|3PL>3SG.F.IO:PST:IPFV\close	until","They blocked her mind until","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4803","wara1294","ane bafen keke kwamätrakwrm bänema","ane	baf	=en	keke	kwa\mätrak/wrm	bäne	=ma","DEM	PH	=LOC	NEG	SG:PST:DUR\exit	PH	=CHAR","she did not dare come out of her house because","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4805","wara1294","fam z zürmänth","fam	z	zü\rmän/th","thought	IAM	2|3PL>3SG.M.IO:ITER\close","they had intimidated her.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4806","wara1294","wtri we z zära nima","wtri	we	z	zä\r/a	nima","fear	also	IAM	SG:PST:PFV\do	like_this","She was scared (thinking),","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4807","wara1294","""z zwemarth ane yam fiyoksin""","z	zwe\mar/th	ane	yam	fiyok	-si	=en","IAM	2|3SG>1SG:RPST:PFV\see	DEM	event	make	-NMLZ	=LOC","""They already know what I've done.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4809","wara1294","mni wthomonwrth yfö mä zfrärm","mni	w\thomon/wrth	yfö	mä	zf\rä/rm","fire	2|3PL>3SG.F:NPST:IPFV\make_fire	hole	where	3SG.F:PST:DUR\be","They piled up firewood by the entrance (to her house).","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4811","wara1294","mni wthomonwath a zräföfth","mni	w\thomon/wath	a	zrä\föf/th","fire	2|3PL>3SG.F:PST:IPFV\make_fire	and	2|3PL:IRR:PFV\burn","They piled up wood and set it on fire.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4812","wara1294","fi yame yrsifnzo zukonzrm boba wämne yfön fof","fi	yame	yr	-si	=f	=nzo	zu\ko/nzrm	boba	wämne	yfö	=en	fof","but	mat	build	-NMLZ	=ERG.SG	=ONLY	SG>3SG.F:PST:DUR\become	MED:ABL	tree	hole	=LOC	EMPH","Meanwhile, she was busy weaving a mat in her tree.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4813","wara1294","nafafis bana krebnaf krekaris ""u"" mni u kwan fof","nafa-	fis	bana	kre\bnaf/	kre\karis/	u	mni	u_kwan	fof","3.POSS-	husband	pitiful	2|3SG:IRR:PFV\wake_up	2|3SG:IRR:PFV\hear	sound_of_wind	fire	sound_of_wind	EMPH","Her poor husband woke up and hear the sound of the fire ""uh""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4814","wara1294","kafar wäsü sukogrm mrab fren waisamen","kafar	wäsü	su\ko/grm	mrrab	fr	=en	waisam	=en","big	tree_species	3SG.M:PST:DUR:STAT\be_standing	small_bamboo	post	=LOC	PLN	=LOC","The big Wäsü tree stood in a bamboo grove at Waisam.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4815","wara1294","waisam ane kar yf rä","waisam	ane	kar	yf	\rä/","Waisam	DEM	place	name	3SG.F:NPST:IPFV\be","That's the name of the place, Waisam,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4816","wara1294","mobo zwamnzrm","mobo	zwa\m/nzrm","where.ALL	3SG.F:PST:DUR\sit","where she lived.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4817","wara1294","mrab fr thden","mrrab	fr	thd	=en","small_bamboo	post	middle	=LOC","It is located in the middle of a bamboo grove.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4818","wara1294","krär nafafis zräs ""be ranzo kayé thwanfiyokwr?""","krä\r/	nafa-	fis	zrä\s/	be	ra	=nzo	kayé	thwan\fiyok/wr","2|3SG:IRR:PFV\do	3.POSS-	husband	2|3SG>3SG.F:IRR:PFV\ask	2SG.ERG	what.ABS	=ONLY	one_day_away	2|3SG>2|3PL:RPST:IPFV:VENT\make","Her husband got up asked her: ""What have you done yesterday?""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4820","wara1294","""ra kwa thanfiyokwé?""","ra	kwa	than\fiyok/wé","what.ABS	FUT	2SG>2|3PL:IMP:IPFV:VENT\make","(She replied) ""What do you mean, what did I do?""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4821","wara1294","""ra kwan we rä? ah""","ra	kwan	we	\rä/	ah","what.ABS	shout	also	3SG.F:NPST:IPFV\be	ah","""and what's this sound? Oh no!""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4822","wara1294","""nzukar banafa borbor bana sathor kma borbor ukwan zfrärm zufsgwrm fof""","nzu-	kar	bana	=fa	borbor	bana	sa\thor/	kma	borbor	u_kwan	zf\rä/rm	zu\fsg/wrm	fof","1SG.POSS-	place	pitiful	=ABL	strong_wind	pitiful	3SG.M:RPST:PFV\appear	POT	strong_wind	sound_of_wind	3SG.F:PST:DUR\be	SG>3SG.F:PST:DUR\blow	EMPH","(She realized) ""My poor place, the wind is blowing. This is the sound of the fire (in the bamboos).","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4824","wara1294","füsfüs ukwan bana nzukar banafa wnrä","füsfüs	u_kwan	bana	nzu-	kar	bana	=fa	wn\rä/","wind	sound_of_wind	pitiful	1SG.POSS-	place	pitiful	=ABL	3SG.F:NPST:IPFV:VENT\be","It's the sound of the wind. It's coming from my village.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4825","wara1294","mni kwarsirm mni komnzo kwa zöfthé zethkäfa","mni	kwa\rsir/m	mni	komnzo	kwa	zöfthé	ze\thkäf/a","fire	SG:PST:DUR\burn	fire	only	FUT	earlier	SG:PST:PFV\start","It was the fire that started burning earlier.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4826","wara1294","nima sräzigrm nafafis bana fof zänmätra fof","nima	srä\zigrm/	nafa-	fis	bana	fof	zän\mätr/a	fof","like_this	3SG.M:IRR:PFV\look	3.POSS-	husband	pitiful	EMPH	SG:PST:PFV:VENT\exit	EMPH","The poor husband was looking for an escape. He got out.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4827","wara1294","mni zbo z zamara","mni	zbo	z	za\mar/a","fire	PROX:ALL	IAM	SG>3SG.F:PST:PFV\see","The fire was very close.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4828","wara1294","rürä fthé zagathifa","rürä	fthé	za\gathif/a","alone	when	SG>3SG.F:PST:PFV\leave","So he left her alone","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4829","wara1294","nima sathfärako","nima	sa\thfär/ako","like_this	3SG.M:PST:PFV:AND\jump","and jumped out like this.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4830","wara1294","nima fi fthé sathfärako yakäsü","nima	fi	fthé	sa\thfär/ako	yak	=ä	=sü","like_this	3.ABS	when	3SG.M:PST:PFV:AND\jump	run	=ASSOC	=ETC","He jumped and took off.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4831","wara1294","trtha zuthorakwrm","trtha	zu\thorak/wrm","life	SG>3SG.F:PST:DUR\search","He was running for his life.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4832","wara1294","foba näbi fthé zanmatha fof","foba	näbi	fthé	zan\math/a	fof","DIST:ABL	one	when	2|3SG:PST:PFV:VENT\run	EMPH","He ran away for good.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4833","wara1294","emoth fäth nima ämnzr oten","emoth	fäth	nima	ä\m/nzr	ote	=en","girl	DIM	like_this	2|3PL:NPST:IPFV\sit	Ote	=LOC","Their daughters were staying in Ote at the time.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4834","wara1294","komnzo zena bobo rä ane kar we nä fof rä trikasi kar fof","komnzo	zena	bobo	\rä/	ane	kar	we	nä	fof	\rä/	trikasi	kar	fof","only	today	MED:ALL	3SG.F:NPST:IPFV\be	DEM	village	also	INDF	EMPH	3SG.F:NPST:IPFV\be	story	place	EMPH","That place still exists. It's place with a story of its own.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4835","wara1294","dödö fr rä kafar dödö fr zbo thden rä","dödö	fr	\rä/	kafar	dödö	fr	zbo	thd	=en	\rä/","melaleuca_species	post	3SG.F:NPST:IPFV\be	big	melaleuca_species	post	PROX:ALL	middle	=LOC	3SG.F:NPST:IPFV\be","That place is in the middle of some dödö trees.","stan1293","WORD_ALIGNED","dödö 'plant species' (Melaleuca sp.)","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4836","wara1294","näbüwä fthé zanmatha ote emoth fäthnm thrätrif","näbi	=wä	fthé	zan\math/a	ote	emoth	fäth	=nm	thrä\trif/","one	=EMPH	when	SG:PST:PFV:VENT\run	Ote	girl	DIM	=DAT.NSG	2|3SG>2|3PL.IO:IRR:PFV\tell","So he escaped to Ote and informed the daughters,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4838","wara1294","""beŋame ausi bzaföfth nafanemäwä","be	ŋame	ausi	b=	za\föf/th	nafane	=ma	=wä","2NSG.POSS	mother	old_woman	MED=	2|3PL>3SG.F:RPST:PFV\burn	3SG.POSS	=CHAR	=EMPH","""Your mother burned in the flames there. It was all her fault!","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4841","wara1294","kafar yam zwafiyokwr kabe nä z swanathr.""","kafar	yam	zwa\fiyok/wr	kabe	nä	z	swa\na/thr","big	event	2|3SG>3SG.F:RPST:IPFV\make	man	INDF	IAM	2|3SG>3SG.M:RPST:IPFV\eat","She did a big crime. She ate a man.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4843","wara1294","fi nimanzo ffé yarako","fi	nima	=nzo	fefe	ya\r/ako","3.ABS	like_this	=ONLY	really	3SG.M:PST:IPFV:AND\be","He went away for good.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4844","wara1294","fi nima mni zewaräfa","fi	nima	mni	ze\waräf/a","but	like_this	fire	SG:PST:PFV\burn","The fire was still burning.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4845","wara1294","ŋarsira ŋasira","ŋa\rsir/a	ŋa\rsir/a","SG:PST:IPFV\burn	SG:PST:IPFV\burn","It burned and burned.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4846","wara1294","kma zräzigrm ""moba kwa krämätré? moba?""","kma	zrä\zigrm/	moba	kwa	krä\mätr/é	moba","POT	3SG.F:IRR:PFV\look	where.ABL	FUT	1SG:IRR:PFV\exit	where.ABL","She tried to find a way, ""Where will I get out? Where?""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4847","wara1294","näbi ffé zaföfath ŋarsira e kwot zäbtha","näbi	fefe	za\föf/ath	ŋa\rsir/a	e	kwot	zä\bth/a","one	really	2|3PL>3SG.F:PST:PFV\burn	SG:PST:IPFV\burn	until	properly	SG:PST:PFV\finish","Everything burned down. It burned until all was over.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4849","wara1294","brbrnzo fof né zäthaba bafen ymden fof","brbr	=nzo	fof	né	zä\thb/a	baf	=en	ymd	=en	fof","spirit	=ONLY	EMPH	IMN	SG:PST:PFV\enter	PH	=LOC	bird	=LOC	EMPH","Only her spirit tried to escaped by entering into a bird.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a10160","wara1294","""kuka kuka"" fä mane wänor","kuka	kuka	fä	mane	wä\nor/","bird_call	bird_call	DIST	which	3SG.F:NPST:IPFV\shout","The one that is calling out ""kuka kuka"" over there.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4852","wara1294","krärth ane bthan woga ane kuka kuka zrämgth krätr","krä\r/th	ane	bthan	woga	ane	kukakuka	zrä\mg/th	krä\tr/","2|3PL:IRR:PFV\do	DEM	magic	man	DEM	bird_species	2|3SG:PL>3SG.F:IRR:PFV\shoot	2|3SG:IRR:PFV\fall","But the sorcerers shot the kukakuka bird and it fell to the ground.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4854","wara1294","wati, ffé zaföfath ane fobo fä zäbtha","wati	fefe	za\föf/ath	ane	fobo	fä	zä\bth/a","then	really	2|3PL>3SG.F:PST:PFV\burn	DEM	DIST:ALL	DIST	SG:PST:PFV\finish","They burned this bird and finished her off.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4856","wara1294","ane thrma mni fthé zäbtha","ane	thrma	mni	fthé	zä\bth/a","DEM	later	fire	when	SG:PST:PFV\finish","The fire then went out.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4858","wara1294","wati nagawa ŋabrigwa sir","wati	nagawa	ŋa\brig/wa	si	=r","then	Nangawa	SG:PST:IPFV\return	eyes	=PURP","Nangawa returned to check on things.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4860","wara1294","""komnzo rä o z kwarsir mnin?""","komnzo	\rä/	o	z	kwa\rsir/	mni	=en","only	3SG.F:NPST:IPFV\be	or	IAM	2|3SG:PST:IPFV\burn	fire	=LOC","""Is she still alive or did she burn in the fire?""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4861","wara1294","ŋabrigwa bobomr we waisam wäsü fthé sanmara","ŋa\brig/wa	bobomr	we	waisam	wäsü	fthé	san\mar/a","SG:PST:IPFV\return	until	also	Waisam	tree_species	when	SG>3SG.M:PST:PFV:VENT\see","He returned to Waisam where he saw the Wäsü tree.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4863","wara1294","""watik fi nafazfthenwä""","watik	fi	nafa-	zfth	=en	=wä","then	3.ABS	3.POSS-	reason	=LOC	=EMPH","He said: ""Well, it was all her fault.""","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4864","wara1294","yanzo bobo yanora nafaŋareanema","ya	=nzo	bobo	ya\nor/a	nafa-	ŋare	=ane	=ma","tear	=ONLY	MED:ALL	3SG.M:PST:IPFV\shout	3.POSS-	wife	=POSS.SG	=CHAR","He wept profusely for his wife there.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4866","wara1294","wati, fi näbi zäbrima","wati	fi	näbi	zä\brim/a","then	3.ABS	one	SG:PST:PFV\return","Then he returned for good.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4867","wara1294","zbo yamnzr ane woga oten emoth fäthä ämnzr","zbo	ya\m/nzr	ane	woga	ote	=en	emoth	fäth	=ä	ä\m/nzr","PROX:ALL	3SG.M:NPST:IPFV\sit	DEM	man	Ote	=LOC	girl	DIM	=ASSOC	2|3PL:NPST:IPFV\sit","This man lives now in Ote together with the daughters.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4870","wara1294","kabeyé komnzo fä nomai sumarwre","kabe	=é	komnzo	fä	nomai	su\mar/wre","people	=ERG.NSG	only	DIST	HAB	1PL>3SG.M:RPST:IPFV\see","You can still see him there from time to time.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4871","wara1294","ymarwre fthé fä ŋaritakwr nima","y\mar/wre	fthé	fä	ŋa\ritak/wr	nima","1PL>3SG.M:NPST:IPFV\see	when	DIST	2|3SG:NPST:IPFV\cross	like_this","We sometimes see him when he crosses the river","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4873","wara1294","firrafo yak we nima ŋabrigwr","firra	=fo	\yak/	we	nima	ŋa\brig/wr","firra	=ALL	3SG.M:NPST:IPFV\walk	also	like_this	2|3SG:NPST:IPFV\return","to go to Firra and when comes back again.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4875","wara1294","tnz fäth ane kabe yé","tnz	fäth	ane	kabe	\yé/","short	DIM	DEM	man	3SG.M:NPST:IPFV\be","He is a small man.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4876","wara1294","ane nzürna ŋareane zokwasi nimame fof rä fof","ane	nzürna	ŋare	=ane	zokwasi	nima	=me	fof	\rä/	fof","DEM	spirit_woman	woman	=POSS.SG	speech	like_this	=INS	EMPH	3SG.F:NPST:IPFV\be	EMPH","That was the Nzürna's story,","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
"otc1-07_tci20120901a-01_nzürna_trikasi_firran-a4878","wara1294","mane bobo firran zwamnzrm","mane	bobo	firra	=en	zwa\m/nzrm","which	MED:ALL	firra	=LOC	3SG.F:PST:DUR\sit","about the one who lived in Firra.","stan1293","WORD_ALIGNED","","2","","{}","","","otc1"
